film,main_char,gender,top_topic
The Omega Man,neville,0.0,4
The Omega Man,lisa,1.0,4
The Omega Man,matthias,0.0,4
Nosferatu,harker,0.0,5
Nosferatu,nina,1.0,5
Nosferatu,renfield,0.0,5
Dances with Wolves,dunbar,0.0,4
Dances with Wolves,dances with wolves,0.0,4
Dances with Wolves,kicking bird,1.0,4
Dances with Wolves,stands with a fist,1.0,4
Dances with Wolves,wind in his hair,0.0,4
Dances with Wolves,ten bears,0.0,4
Mission: Impossible II,ethan,0.0,1
Mission: Impossible II,nyah,1.0,1
Mission: Impossible II,ambrose,0.0,1
The Fifth Element,cornelius,0.0,4
Thor (film),thor,0.0,4
Thor (film),jane,1.0,4
Thor (film),loki,0.0,4
Thor (film),selvig,0.0,4
Thor (film),volstagg,0.0,4
Thor (film),odin,0.0,4
Sling Blade,karl,0.0,8
Sling Blade,frank,0.0,1
Sling Blade,doyle,1.0,8
Sling Blade,linda,1.0,1
Flight (2012 film),whip,1.0,3
Taxi Driver,travis,0.0,1
Taxi Driver,betsy,1.0,1
Disturbia (film),kale,1.0,3
Disturbia (film),ashley,0.0,3
Disturbia (film),ronnie,1.0,3
The Replacements (film),shane,0.0,1
The Replacements (film),annabelle,1.0,1
True Lies,harry,0.0,4
True Lies,helen,1.0,1
True Lies,gib,0.0,4
They (2002 film),julia,1.0,4
They (2002 film),paul,0.0,4
They (2002 film),terry,0.0,1
Conspiracy Theory (film),liza,1.0,4
Conspiracy Theory (film),jerry,0.0,4
Scott Pilgrim vs. the World,scott,0.0,3
Scott Pilgrim vs. the World,ramona,1.0,1
The Losers (film),clay,1.0,2
The Losers (film),jensen,0.0,2
The Losers (film),roque,1.0,2
The Losers (film),pooch,1.0,2
The Losers (film),aisha,1.0,4
The Losers (film),max,0.0,2
Star Wars (film),luke,0.0,7
Star Wars (film),han,0.0,7
Star Wars (film),ben,0.0,7
Hellbound: Hellraiser II,kirsty,1.0,1
Hellbound: Hellraiser II,julia,1.0,1
Hellbound: Hellraiser II,malahide,0.0,1
Hellbound: Hellraiser II,kyle,0.0,1
Ginger Snaps (film),brigitte,1.0,4
Ginger Snaps (film),ginger,1.0,4
Robin Hood: Prince of Thieves,robin,0.0,5
Robin Hood: Prince of Thieves,aslan,1.0,5
Bamboozled,delacroix,0.0,1
Bamboozled,sloan,0.0,1
Bamboozled,mantan,0.0,1
Henrys Crime,henry,0.0,1
Henrys Crime,max,0.0,1
Henrys Crime,julie,1.0,1
Planet of the Apes (1968 film),taylor,0.0,1
Planet of the Apes (1968 film),zira,1.0,1
Planet of the Apes (1968 film),zaius,0.0,5
Planet of the Apes (1968 film),cornelius,0.0,5
Rush Hour (1998 film),carson,0.0,6
Rush Hour (1998 film),miranda,1.0,1
Fair Game (2010 film),valerie,1.0,6
Fair Game (2010 film),joe,0.0,6
Timber Falls,mike,0.0,4
Timber Falls,sheryl,0.0,4
Timber Falls,ida,0.0,4
Timber Falls,clyde,1.0,4
Light Sleeper,ann,1.0,3
Battle: Los Angeles,sgt. nantz,0.0,2
Battle: Los Angeles,lt. martinez,1.0,2
The Program,joe,0.0,1
The Program,darnell,1.0,1
The Program,camille,1.0,1
The Program,autumn,1.0,1
The Program,alvin,0.0,8
Wild Hogs,doug,0.0,1
Wild Hogs,woody,0.0,1
Wild Hogs,dudley,0.0,3
Wild Hogs,bob,0.0,8
Sunset Boulevard (film),gillis,0.0,1
Sunset Boulevard (film),norma,1.0,9
Sunset Boulevard (film),betty,1.0,1
Obsessed (2009 film),derek,0.0,1
Obsessed (2009 film),lisa,1.0,1
Obsessed (2009 film),beth,1.0,1
The Little Mermaid (1989 film),ariel,0.0,1
The Little Mermaid (1989 film),triton,1.0,1
The Little Mermaid (1989 film),sebastian,0.0,5
The Little Mermaid (1989 film),eric,0.0,1
The Little Mermaid (1989 film),flounder,1.0,1
The Little Mermaid (1989 film),scuttle,1.0,1
The Little Mermaid (1989 film),ursula,1.0,5
The Little Mermaid (1989 film),grimsby,0.0,1
Shallow Grave,alex,1.0,4
Shallow Grave,juliet,1.0,4
Shallow Grave,david,0.0,4
Living in Oblivion,nick,0.0,1
Living in Oblivion,wanda,1.0,1
Living in Oblivion,nicole,1.0,1
Living in Oblivion,palomino,1.0,1
Living in Oblivion,wolf,0.0,1
Bram Stokers Dracula,mina,1.0,5
Bram Stokers Dracula,helsing,0.0,5
Bram Stokers Dracula,dracula,0.0,5
Bram Stokers Dracula,seward,0.0,5
Bram Stokers Dracula,harker,0.0,5
Bram Stokers Dracula,lucy,1.0,5
Meet John Doe,ann,1.0,9
Meet John Doe,john,0.0,9
Meet John Doe,connell,0.0,9
Meet John Doe,d. b.,0.0,9
The Limey,wilson,0.0,1
The Limey,elaine,1.0,1
The Limey,valentine,1.0,4
The Limey,ed,0.0,1
Legend (1985 film),jack,0.0,4
Legend (1985 film),gump,0.0,4
Legend (1985 film),lili,1.0,4
Legend (1985 film),darkness,0.0,5
Legend (1985 film),screwball,1.0,4
Legend (1985 film),brown tom,0.0,4
Ghostbusters II,venkman,0.0,1
Ghostbusters II,dana,1.0,1
Ghostbusters II,spengler,0.0,7
Braveheart,wallace,0.0,5
Braveheart,wallace,0.0,5
Braveheart,william,0.0,4
Braveheart,princess,1.0,5
Braveheart,hamish,0.0,4
Braveheart,robert,0.0,5
Braveheart,craig,0.0,5
From Here to Eternity,warden,0.0,9
From Here to Eternity,karen,1.0,1
From Here to Eternity,holmes,0.0,9
From Here to Eternity,maggio,1.0,8
Harold and Maude,maude,1.0,1
Harold and Maude,harold,1.0,1
Harold and Maude,mrs. chasen,1.0,9
TMNT (film),raphael,0.0,4
TMNT (film),michaelangelo,1.0,10
TMNT (film),casey,0.0,4
TMNT (film),leonardo,0.0,4
TMNT (film),donatello,1.0,10
TMNT (film),april,1.0,10
The Way Back,janusz,0.0,4
The Way Back,smith,0.0,4
The Way Back,valka,1.0,4
The Way Back,zoran,1.0,4
The X-Files (film),mulder,1.0,4
The X-Files (film),scully,1.0,4
My Mother Dreams the Satans Disciples in New York,marian,1.0,1
My Mother Dreams the Satans Disciples in New York,paula,1.0,9
Chasing Amy,holden,0.0,1
Chasing Amy,alyssa,1.0,1
Chasing Amy,banky,1.0,3
The Hangover,vick,0.0,3
The Hangover,alan,0.0,3
The Hangover,stu,0.0,3
Mad Max 2,max,0.0,4
Mad Max 2,gyro captain,0.0,2
Elizabeth: The Golden Age,elizabeth,1.0,5
Elizabeth: The Golden Age,raleigh,0.0,5
Elizabeth: The Golden Age,bess,1.0,5
Elizabeth: The Golden Age,walsingham,1.0,5
Blood Simple,ray,0.0,4
Blood Simple,abby,1.0,4
Blood Simple,marty,0.0,4
Blood Simple,meurice,1.0,3
Blood Simple,visser,0.0,4
Blood Simple,back to ray,0.0,4
Copycat (film),m.j.,0.0,6
Copycat (film),helen,1.0,1
Copycat (film),ruben,0.0,4
Smokey and the Bandit,bandit,0.0,2
Smokey and the Bandit,cledus,0.0,8
Smokey and the Bandit,kate,1.0,1
The World Is Not Enough,bond,0.0,4
The World Is Not Enough,elektra,1.0,4
The Hustler (film),eddie,1.0,9
The Hustler (film),bert,0.0,9
The Hustler (film),sarah,1.0,1
Batman & Robin (film),freeze,1.0,5
Batman & Robin (film),bruce,0.0,1
Batman & Robin (film),ivy,1.0,1
Batman & Robin (film),batman,0.0,1
Batman & Robin (film),robin,0.0,1
Batman & Robin (film),alfred,0.0,5
Batman & Robin (film),dick,0.0,1
Batman & Robin (film),barbara,1.0,1
Batman & Robin (film),pamela,1.0,5
Alien vs. Predator (film),hiroko,1.0,4
Alien vs. Predator (film),kamen,0.0,4
Alien vs. Predator (film),guttierez,0.0,4
Alien vs. Predator (film),parsons,0.0,4
Alien vs. Predator (film),cassie,1.0,7
Alien vs. Predator (film),de vries,1.0,4
American Gangster (film),frank,0.0,6
American Gangster (film),richie,0.0,6
The Atomic Submarine,reef,0.0,7
The Atomic Submarine,wendover,1.0,7
The Atomic Submarine,dave,0.0,7
Bringing Out the Dead,frank,0.0,1
Bringing Out the Dead,mary,1.0,1
Apollo 13 (film),jim lovell,0.0,7
Apollo 13 (film),fred haise,0.0,7
Apollo 13 (film),jack swigert,0.0,7
Apollo 13 (film),gene krantz,0.0,7
Apollo 13 (film),ken mattingly,1.0,7
Men in Black (film),kay,1.0,1
Men in Black (film),jay,0.0,1
Men in Black (film),edwards,0.0,1
The Hills Have Eyes (2006 film),doug,0.0,4
The Hills Have Eyes (2006 film),bobby,0.0,4
The Hills Have Eyes (2006 film),lynn,1.0,4
The Hills Have Eyes (2006 film),ethel,1.0,4
The Hills Have Eyes (2006 film),brenda,1.0,4
The Hills Have Eyes (2006 film),big bob,0.0,4
Bottle Rocket,dignan,0.0,1
Bottle Rocket,anthony,0.0,1
Bottle Rocket,bob,0.0,1
Miami Vice (film),crockett,0.0,2
Miami Vice (film),tubbs,1.0,2
Miami Vice (film),isabella,1.0,2
The Lost Boys,sam,0.0,1
The Lost Boys,michael,0.0,1
The Lost Boys,lucy,1.0,1
The Lost Boys,edgar,0.0,1
The Lost Boys,david,0.0,1
The Lost Boys,star,1.0,1
High Fidelity (film),rob,0.0,1
High Fidelity (film),laura,1.0,1
"Happy Birthday, Wanda June",harold,1.0,5
"Happy Birthday, Wanda June",penelope,1.0,1
"Happy Birthday, Wanda June",paul,0.0,1
April Fools Day (1986 film),rob,0.0,4
April Fools Day (1986 film),kit,1.0,4
April Fools Day (1986 film),nikki,1.0,4
April Fools Day (1986 film),muffy,1.0,1
April Fools Day (1986 film),chaz,1.0,4
April Fools Day (1986 film),arch,0.0,4
April Fools Day (1986 film),harvey,0.0,1
April Fools Day (1986 film),skip,1.0,4
Lake Placid (film),kelly,1.0,1
Lake Placid (film),jack,0.0,1
Lake Placid (film),keough,0.0,1
Lake Placid (film),hector,0.0,1
The Graduate,ben,0.0,9
The Graduate,mrs. robinson,1.0,9
Meet Joe Black,parrish,1.0,1
Meet Joe Black,joe,0.0,9
Meet Joe Black,susan,1.0,1
Meet Joe Black,drew,1.0,6
Smoke (film),paul,0.0,1
Smoke (film),auggie,1.0,1
Smoke (film),rashid,0.0,1
American Madness,dickson,0.0,9
American Madness,matt,0.0,9
American Madness,cluett,0.0,9
American Madness,mrs. dickson,1.0,9
American Madness,inspector,1.0,9
American Madness,helen,1.0,9
Pump Up the Volume (film),mark,0.0,1
Pump Up the Volume (film),nora,1.0,1
Pump Up the Volume (film),brian,0.0,1
Nothing But a Man,duff,1.0,8
Nothing But a Man,josie,1.0,1
Four Rooms,ted,0.0,1
Confessions of a Dangerous Mind,barris,0.0,1
The Help (film),skeeter,0.0,9
The Help (film),minny,1.0,9
The Help (film),hilly,1.0,9
The Help (film),charlotte,1.0,3
Fantastic Mr. Fox (film),fox,1.0,4
Orgy of the Dead,criswell,0.0,5
Orgy of the Dead,shirley,1.0,4
Orgy of the Dead,bob,0.0,4
Orgy of the Dead,princess of darkness,1.0,5
Orgy of the Dead,the mummy,1.0,5
Dark Star (film),doolittle,1.0,7
Dark Star (film),pinback,0.0,7
An Officer and a Gentleman,zack,0.0,1
An Officer and a Gentleman,paula,1.0,1
An Officer and a Gentleman,foley,0.0,2
An Officer and a Gentleman,sid,0.0,1
Wanted (2008 film),wesley,0.0,4
Wanted (2008 film),fox,1.0,4
Wanted (2008 film),sloan,0.0,4
The Thing Called Love,miranda,1.0,9
The Thing Called Love,james,0.0,9
The Thing Called Love,kyle,0.0,1
Salt of the Earth,ramón,1.0,1
Salt of the Earth,esperanza,1.0,1
Salt of the Earth,esperanza's voice,1.0,5
Rust and Bone,ali,0.0,4
Rust and Bone,stephanie,1.0,4
Prometheus (2012 film),watts,0.0,4
Prometheus (2012 film),holloway,1.0,4
Prometheus (2012 film),david,0.0,4
Prometheus (2012 film),janek,0.0,4
Fantastic Voyage,grant,0.0,7
Fantastic Voyage,michaels,0.0,7
Fantastic Voyage,carter,0.0,7
Fantastic Voyage,duval,1.0,7
Fantastic Voyage,reid,0.0,7
Fantastic Voyage,cora,1.0,4
Precious (film),precious,1.0,9
Precious (film),ms. rain,1.0,3
The Siege,hub,1.0,6
The Siege,elise,1.0,1
The Siege,frank,0.0,6
2012 (film),jackson,0.0,4
2012 (film),adrian,0.0,7
2012 (film),kate,1.0,4
2012 (film),anheuser,0.0,4
American Psycho (film),bateman,0.0,3
Swingers (1996 film),mike,0.0,1
Swingers (1996 film),trent,0.0,1
Get Shorty (film),chili,1.0,1
Get Shorty (film),harry,0.0,1
Get Shorty (film),bo catlett,0.0,8
The Cider House Rules (film),homer,0.0,9
The Cider House Rules (film),larch,0.0,9
The Cider House Rules (film),candy,1.0,1
The Cider House Rules (film),mr. rose,1.0,9
Escape from New York,snake,0.0,2
Escape from New York,hauk,1.0,2
Escape from New York,brain,0.0,1
Escape from New York,cabbie,0.0,1
The Stunt Man,cameron,0.0,4
The Stunt Man,eli,0.0,4
The Stunt Man,nina,1.0,1
Point Break,utah,0.0,1
Point Break,bodhi,0.0,1
Point Break,pappas,0.0,8
This Boys Life (film),toby,0.0,1
This Boys Life (film),caroline,1.0,1
This Boys Life (film),dwight,0.0,1
Made for Each Other (1939 film),johnny,0.0,1
Made for Each Other (1939 film),jane,1.0,1
Made for Each Other (1939 film),mrs. mason,1.0,1
Gothika,miranda,1.0,1
Gothika,pete,0.0,1
The Boondock Saints,connor,0.0,4
The Boondock Saints,rocco,0.0,8
The Boondock Saints,murphy,1.0,4
The Abyss,bud,1.0,1
The Abyss,lindsey,1.0,1
The Abyss,hippy,1.0,8
True Romance,clarence,1.0,4
True Romance,alabama,0.0,1
Platoon (film),chris,0.0,1
Platoon (film),barnes,0.0,8
Platoon (film),elias,0.0,1
Platoon (film),king,0.0,8
Shampoo (film),george,0.0,1
Shampoo (film),jackie,1.0,1
Shampoo (film),jill,1.0,1
Shampoo (film),lester,0.0,1
The Visitor (2007 drama film),walter,0.0,3
The Visitor (2007 drama film),tarek,0.0,3
The Visitor (2007 drama film),mouna,1.0,3
Darkman,julie,1.0,4
Darkman,strack,1.0,1
Darkman,peyton,1.0,4
Darkman,durant,0.0,4
Zero Dark Thirty,maya,1.0,6
Zero Dark Thirty,daniel,0.0,1
Zero Dark Thirty,jessica,1.0,1
Innerspace,joe,0.0,1
Innerspace,al,0.0,1
Source Code,colter,1.0,4
Source Code,goodwin,0.0,7
Source Code,christina,1.0,1
A Bucket of Blood (1995 film),walter,0.0,1
A Bucket of Blood (1995 film),carla,1.0,1
A Bucket of Blood (1995 film),leonard,0.0,1
Harold & Kumar Go to White Castle,kumar,1.0,3
Harold & Kumar Go to White Castle,harold,1.0,3
The Deer Hunter,nick,0.0,1
The Deer Hunter,merle,0.0,1
The Deer Hunter,vince,0.0,8
Monty Python Live at the Hollywood Bowl,customer,1.0,1
Monty Python Live at the Hollywood Bowl,p,1.0,9
Monty Python Live at the Hollywood Bowl,c,0.0,10
Monty Python Live at the Hollywood Bowl,mr. bounder,1.0,1
Monty Python Live at the Hollywood Bowl,pope,0.0,5
Monty Python Live at the Hollywood Bowl,michelangelo,1.0,1
Monty Python Live at the Hollywood Bowl,man,0.0,10
Monty Python Live at the Hollywood Bowl,graham chapman,0.0,5
The Twilight Saga: New Moon,bella,1.0,1
The Twilight Saga: New Moon,jacob,0.0,1
The Twilight Saga: New Moon,edward,0.0,1
Airplane!,elaine,1.0,1
Airplane!,striker,1.0,1
Airplane!,kramer,0.0,7
Airplane!,randy,0.0,3
Eternal Sunshine of the Spotless Mind,joel,0.0,1
Eternal Sunshine of the Spotless Mind,clementine,1.0,1
Twilight (2008 film),bella,1.0,4
Twilight (2008 film),edward,0.0,4
Oblivion (2013 film),jack,0.0,4
Oblivion (2013 film),victoria,1.0,4
Moneyball (film),billy,0.0,1
Marty (film),marty,0.0,1
In the Loop (film),simon,0.0,1
In the Loop (film),toby,0.0,1
In the Loop (film),malcolm,0.0,6
In the Loop (film),karen,1.0,6
In the Loop (film),judy,1.0,6
Frequency (film),frank,0.0,4
Frequency (film),john,0.0,1
Wild Things: Diamonds in the Rough,marie,1.0,4
Wild Things: Diamonds in the Rough,elena,1.0,4
Wild Things: Diamonds in the Rough,kristen,1.0,4
Wild Things: Diamonds in the Rough,jay,0.0,4
Wild Things: Diamonds in the Rough,morrison,0.0,4
The Salton Sea,danny,1.0,1
The Breakfast Club,bender,0.0,1
The Breakfast Club,claire,1.0,1
The Breakfast Club,andrew,0.0,1
The Breakfast Club,brian,0.0,1
The Breakfast Club,vernon,0.0,1
The Breakfast Club,allison,0.0,1
Love & Basketball,monica,1.0,3
Love & Basketball,quincy,0.0,3
Argo (2012 film),mendez,1.0,6
Argo (2012 film),siegel,0.0,6
Milk (film),harvey milk,1.0,6
The Wrestler (2008 film),randy,0.0,3
The Wrestler (2008 film),cassidy,0.0,1
Galaxy Quest,jason,0.0,10
Galaxy Quest,gwen,1.0,1
Galaxy Quest,alexander,0.0,4
Galaxy Quest,tommy,0.0,4
White Squall (film),skipper,0.0,1
White Squall (film),chuck,0.0,1
White Squall (film),robin,0.0,1
White Squall (film),john,0.0,1
Ghost Rider (film),blaze,0.0,4
Ghost Rider (film),nomi,1.0,4
Strangers on a Train (film),guy,0.0,1
Strangers on a Train (film),bruno,0.0,1
Strangers on a Train (film),anne,1.0,1
Monty Pythons Life of Brian,brian,0.0,1
Monty Pythons Life of Brian,mother,1.0,1
Monty Pythons Life of Brian,centurion,0.0,5
Monty Pythons Life of Brian,reg,1.0,5
Ronin (film),sam,0.0,1
Ronin (film),vincent,0.0,1
Ronin (film),deirdre,1.0,4
Happy Campers (2001 film),wichita,1.0,1
Happy Campers (2001 film),wendy,1.0,1
Happy Campers (2001 film),donald,0.0,1
Happy Campers (2001 film),pixel,1.0,1
Happy Campers (2001 film),talia,0.0,1
Happy Campers (2001 film),adam,0.0,4
Romy and Micheles High School Reunion,romy,1.0,1
Romy and Micheles High School Reunion,michele,1.0,1
Stepmom (film),jackie,1.0,1
Stepmom (film),rachel,1.0,1
Stepmom (film),luke,0.0,1
Stepmom (film),annabelle,1.0,1
10 Things I Hate About You,kat,1.0,3
10 Things I Hate About You,patrick,0.0,3
10 Things I Hate About You,bianca,1.0,3
10 Things I Hate About You,cameron,0.0,1
10 Things I Hate About You,michael,0.0,3
Superman II,lois,1.0,1
Superman II,clark,0.0,4
Superman II,zod,0.0,4
Superman II,luthor,0.0,4
Superman II,superman,0.0,4
Superman II,ursa,1.0,4
The Tourist (2010 film),frank,0.0,4
The Tourist (2010 film),cara,1.0,4
The Tourist (2010 film),ackerman,0.0,4
The Mask (film),stanley,1.0,4
The Mask (film),tina,1.0,4
The Mask (film),dorian,0.0,4
Prom Night (1980 film),kim,1.0,4
Prom Night (1980 film),wendy,1.0,4
Prom Night (1980 film),hammond,0.0,3
True Believer (1989 film),eddie,1.0,6
True Believer (1989 film),roger,0.0,6
Simone (2002 film),viktor,0.0,1
Simone (2002 film),elaine,1.0,1
Margin Call (film),will emerson,0.0,1
Margin Call (film),peter,0.0,3
Margin Call (film),sam rogers,1.0,6
Margin Call (film),seth,0.0,1
Margin Call (film),jared cohen,0.0,6
Margin Call (film),eric,0.0,1
Margin Call (film),sarah robertson,1.0,6
Full Metal Jacket,hartman,0.0,5
Full Metal Jacket,joker,0.0,6
Full Metal Jacket,cowboy,0.0,2
National Lampoons Barely Legal,deacon,0.0,1
National Lampoons Barely Legal,fred,0.0,1
National Lampoons Barely Legal,matt,0.0,1
The Postman (film),the postman,0.0,4
The Postman (film),bethlehem,0.0,4
Enough (film),slim,0.0,3
Enough (film),mitch,0.0,4
Enough (film),"""erin""",1.0,3
Wild Things,sam,0.0,1
Wild Things,ray,0.0,1
Wild Things,kelly,1.0,1
Wild Things,gloria,1.0,1
Wild Things,suzie,1.0,1
Above the Law (film),nico,1.0,4
Repo Man (film),otto,0.0,8
Repo Man (film),bud,1.0,8
Newsies,jack,0.0,8
Newsies,david,0.0,4
Eyes Wide Shut,bill,0.0,1
Cedar Rapids (film),tim,0.0,3
Minority Report (film),anderson,0.0,4
Minority Report (film),witwer,1.0,4
Minority Report (film),lisa,1.0,4
Shrek,shrek,0.0,1
Shrek,donkey,1.0,1
Shrek,fiona,1.0,1
Heist (film),moore,0.0,1
Heist (film),fran,1.0,1
Heist (film),angle,0.0,1
Heist (film),blane,1.0,1
Heist (film),bella,1.0,1
The Straight Story,alvin,0.0,1
Gang Related,rodriguez,1.0,1
Gang Related,cynthia,1.0,3
Human Nature (film),nathan,0.0,3
Human Nature (film),lila,1.0,4
Human Nature (film),gabrielle,1.0,3
Human Nature (film),puff,1.0,5
The Crow: Salvation,alex,1.0,4
The Crow: Salvation,erin,1.0,4
The Crow: Salvation,captain,0.0,4
Man on Fire (2004 film),creasy,0.0,1
Alien: Resurrection,call,1.0,4
Alien: Resurrection,ripley,0.0,4
Alien: Resurrection,johner,0.0,4
Alien: Resurrection,wren,1.0,4
Alien: Resurrection,christie,1.0,4
Pokémon: Mewtwo Returns,mewtwo,1.0,7
Pokémon: Mewtwo Returns,ash,0.0,7
Pokémon: Mewtwo Returns,brock,0.0,7
Pokémon: Mewtwo Returns,misty,0.0,7
Pokémon: Mewtwo Returns,jessie,1.0,4
Pokémon: Mewtwo Returns,meowth,1.0,1
Pokémon: Mewtwo Returns,james,0.0,1
Frozen (2010 American film),lynch,0.0,1
Frozen (2010 American film),parker,0.0,1
Frozen (2010 American film),dan,0.0,1
Frozen (2010 American film),x,0.0,4
Frozen (2010 American film),r,1.0,4
Frozen (2010 American film),a,0.0,4
Frozen (2010 American film),m,1.0,4
Frozen (2010 American film),d,1.0,4
Frozen (2010 American film),e,1.0,4
S. Darko,sam,0.0,4
S. Darko,corey,0.0,3
S. Darko,chris,0.0,4
S. Darko,jeremy,0.0,4
Dave (film),dave,0.0,4
Dave (film),reed,0.0,1
Dave (film),bob,0.0,6
King Kong (2005 film),denham,0.0,4
King Kong (2005 film),jack,0.0,4
King Kong (2005 film),ann,1.0,4
King Kong (2005 film),hayes,0.0,4
Paul (film),clive,0.0,4
Paul (film),paul,0.0,4
Paul (film),graham,0.0,1
Paul (film),ruth,1.0,1
The Matrix Reloaded,morpheus,0.0,4
The Matrix Reloaded,neo,0.0,8
The Matrix Reloaded,razor,0.0,7
The Matrix Reloaded,trinity,0.0,7
The Matrix Reloaded,gregory,0.0,8
The Matrix Reloaded,choi,1.0,8
The Matrix Reloaded,smith,0.0,7
Cross of Iron,steiner,0.0,4
Cross of Iron,stransky,0.0,9
Pitch Black (film),fry,1.0,4
Pitch Black (film),johns,0.0,4
Pitch Black (film),riddick,0.0,4
Ghost World (film),enid,1.0,3
Ghost World (film),rebecca,1.0,3
Ghost World (film),seymour,1.0,1
Eastern Promises,nikolai,0.0,4
Eastern Promises,anna,1.0,9
Eastern Promises,semyon,0.0,9
Eastern Promises,kirill,0.0,3
Eastern Promises,helen,1.0,9
The Jackie Robinson Story,jackie,1.0,1
Léon: The Professional,leon,0.0,1
Léon: The Professional,mathilda,1.0,1
Things to Come,cabal,0.0,5
Things to Come,boss,0.0,5
Things to Come,roxana,1.0,5
Emma (1932 film),emma,1.0,5
Emma (1932 film),mr knightley,0.0,5
Cowboys & Aliens,jake,0.0,4
Cowboys & Aliens,ella,1.0,4
Cowboys & Aliens,dolarhyde,1.0,4
Cowboys & Aliens,doc,0.0,4
Cowboys & Aliens,meacham,0.0,4
Cowboys & Aliens,emmett,0.0,4
Anna Karenina (2012 film),anna,1.0,9
Anna Karenina (2012 film),vronsky,1.0,9
Anna Karenina (2012 film),levin,0.0,5
Anna Karenina (2012 film),karenin,1.0,5
Excalibur (film),arthur,0.0,5
Excalibur (film),merlin,0.0,4
Excalibur (film),lancelot,0.0,4
Ninotchka,ninotchka,1.0,9
Ninotchka,leon,0.0,9
The Last Boy Scout,hallenbeck,0.0,1
The Last Boy Scout,jimmy,0.0,1
The White Ribbon,schoolteacher,1.0,1
The White Ribbon,eva,1.0,1
The White Ribbon,pastor,0.0,5
Titanic (1997 film),rose,1.0,4
Titanic (1997 film),jack,0.0,9
Titanic (1997 film),cal,1.0,9
Election (1999 film),jim,0.0,3
Election (1999 film),tracy,1.0,3
Election (1999 film),paul,0.0,3
Tinker Tailor Soldier Spy (film),smiley,0.0,4
Tinker Tailor Soldier Spy (film),peter guillam,0.0,4
Monte Carlo (2011 film),alice,1.0,9
Monte Carlo (2011 film),emma,1.0,9
Monte Carlo (2011 film),meg,1.0,3
Sense and Sensibility (film),elinor,1.0,5
Sense and Sensibility (film),marianne,1.0,5
Sense and Sensibility (film),mrs dashwood,1.0,5
Sense and Sensibility (film),mrs jennings,1.0,5
Sense and Sensibility (film),edward,0.0,5
Freddys Dead: The Final Nightmare,jacob,0.0,4
Freddys Dead: The Final Nightmare,karen,1.0,4
Freddys Dead: The Final Nightmare,scott,0.0,4
Lord of Illusions,harry,0.0,4
Lord of Illusions,dorothea,1.0,4
Black Swan (film),nina,1.0,4
Black Swan (film),leroy,0.0,3
Black Swan (film),lily,1.0,3
Black Swan (film),erica,1.0,4
The Wedding Date,kat,1.0,8
The Wedding Date,nick,0.0,1
Funny People,george,0.0,1
Funny People,ira,1.0,1
Domino (film),domino,1.0,3
Domino (film),ed,0.0,3
The Curious Case of Benjamin Button (film),benjamin,0.0,1
The Curious Case of Benjamin Button (film),daisy,1.0,1
The Curious Case of Benjamin Button (film),benjamin button's,0.0,9
The Curious Case of Benjamin Button (film),caroline,1.0,1
The Rocky Horror Picture Show,frank,0.0,4
The Rocky Horror Picture Show,brad,0.0,1
The Rocky Horror Picture Show,janet,1.0,4
The Rocky Horror Picture Show,wipe to,1.0,3
The Rocky Horror Picture Show,riff raff,0.0,5
The Rocky Horror Picture Show,guests,1.0,7
Speed Racer (film),speed,1.0,1
Speed Racer (film),pops,1.0,1
The Deep End of the Ocean (film),beth,1.0,1
The Deep End of the Ocean (film),patty,1.0,1
The Deep End of the Ocean (film),vincent,0.0,1
Orphan (film),kate,1.0,3
Orphan (film),john,0.0,1
Orphan (film),esther,1.0,4
So I Married an Axe Murderer,charlie,1.0,1
So I Married an Axe Murderer,harriet,1.0,1
So I Married an Axe Murderer,tony,0.0,1
Face-Off,archer,0.0,4
Face-Off,castor,1.0,4
Face-Off,eve,1.0,4
Memento (film),leonard,0.0,1
Memento (film),teddy,1.0,1
Clash of the Titans (2010 film),perseus,0.0,4
The Big Blue,enzo,1.0,1
The Big Blue,jacques,0.0,1
The Big Blue,johana,1.0,1
The Lost World: Jurassic Park,malcolm,0.0,4
The Lost World: Jurassic Park,roland,0.0,4
The Lost World: Jurassic Park,sarah,1.0,4
The Lost World: Jurassic Park,nick,0.0,4
The Lost World: Jurassic Park,ludlow,0.0,4
The Distinguished Gentleman,tommy,0.0,6
The Distinguished Gentleman,dodge,0.0,6
Lost Horizon (1937 film),conway,0.0,1
Lost Horizon (1937 film),george,0.0,1
Lost Horizon (1937 film),barnard,0.0,9
Lost Horizon (1937 film),lovett,1.0,1
Lost Horizon (1937 film),chang,0.0,5
Jerry Maguire,jerry,0.0,3
Jerry Maguire,dorothy,1.0,1
Jerry Maguire,tidwell,0.0,3
The Road (2009 film),man.,0.0,4
The Road (2009 film),boy.,0.0,4
Office Space,peter,0.0,1
Office Space,michael,0.0,1
Office Space,joanna,1.0,2
Blast from the Past (film),adam,0.0,1
Blast from the Past (film),eve,1.0,1
Blast from the Past (film),calvin,1.0,1
Blast from the Past (film),troy,0.0,1
Blast from the Past (film),helen,1.0,1
The Cable Guy,cable guy,0.0,3
The Cable Guy,steven,0.0,1
The Cable Guy,robin,0.0,1
The Talented Mr. Ripley (film),ripley,0.0,1
The Talented Mr. Ripley (film),dickie,1.0,1
The Talented Mr. Ripley (film),marge,1.0,1
Forrest Gump,forrest,0.0,3
Warm Springs (film),franklin,0.0,4
