film,main_char,gender,top_topic
A Night at the Roxbury,steve,0.0,6
Boy Who Never Slept,daniel,0.0,5
Boy Who Never Slept,melissa,1.0,6
Halloween H20: 20 Years Later,keri,1.0,8
Halloween H20: 20 Years Later,john,0.0,1
Halloween H20: 20 Years Later,molly,1.0,8
Halloween H20: 20 Years Later,carter,0.0,8
Halloween H20: 20 Years Later,linda,1.0,8
This Is 40,debbie,1.0,6
This Is 40,pete,0.0,6
Airplane II: The Sequel,ted,0.0,8
Airplane II: The Sequel,elaine,1.0,8
Airplane II: The Sequel,simon,0.0,10
Hellraiser: Hellseeker,trevor,0.0,6
The Devil and Daniel Webster (film),jabez,0.0,9
The Devil and Daniel Webster (film),mary,1.0,9
The Devil and Daniel Webster (film),webster,0.0,9
Escape from L.A.,plissken,0.0,25
Escape from L.A.,map to the stars eddie,1.0,10
Escape from L.A.,malloy,0.0,10
Escape from L.A.,cuervo jones,0.0,10
Murderland,bruce,0.0,6
Murderland,saundra,1.0,6
Murderland,matthew,0.0,8
Murderland,johnny,0.0,8
Murderland,zach,0.0,17
Dune (film),paul,0.0,25
Dune (film),jessica,1.0,25
Dead Poets Society,neil,0.0,6
Dead Poets Society,keating,0.0,3
Dead Poets Society,charlie,1.0,6
Dead Poets Society,knox,0.0,9
Dead Poets Society,todd,0.0,6
Dead Poets Society,nolan,1.0,3
Dead Poets Society,chris,0.0,6
Rise of the Planet of the Apes,will,0.0,8
Three Kings (1999 film),archie gates,0.0,20
Three Kings (1999 film),troy,0.0,20
Three Kings (1999 film),doc,0.0,20
Three Kings (1999 film),vig,0.0,20
Dr. Strangelove,major kong,1.0,10
Dr. Strangelove,major mandrake,0.0,20
Dr. Strangelove,lt. zogg,1.0,10
Dr. Strangelove,general ripper,0.0,9
Dr. Strangelove,general schmuck,0.0,24
Dr. Strangelove,ambassador de sade,0.0,3
Wag the Dog,brean,0.0,6
Wag the Dog,moss,0.0,6
Wag the Dog,ames,0.0,17
True Grit (2010 film),mattie,0.0,21
True Grit (2010 film),rooster,0.0,21
True Grit (2010 film),leboeuf,1.0,21
Beasts of the Southern Wild,wink,1.0,25
Halloween: Resurrection,sara,1.0,25
Halloween: Resurrection,myles,0.0,25
Halloween: Resurrection,jim,0.0,25
Halloween: Resurrection,rudy,1.0,8
Halloween: Resurrection,scott,0.0,6
Halloween: Resurrection,bill,0.0,18
Traffic (2000 film),robert,0.0,8
Traffic (2000 film),helena,1.0,8
Traffic (2000 film),javier,1.0,8
Traffic (2000 film),caroline,1.0,6
Traffic (2000 film),omitted,1.0,8
Traffic (2000 film),gordon,0.0,11
Traffic (2000 film),seth,0.0,8
Traffic (2000 film),barbara,1.0,8
Jason X,rowan,0.0,6
Jason X,lowe,1.0,10
Jason X,brodski,1.0,10
Jason X,janessa,1.0,10
Alone in the Dark (2005 film),aline,1.0,25
Alone in the Dark (2005 film),burke,0.0,10
Alone in the Dark (2005 film),hudgens,1.0,3
Alone in the Dark (2005 film),agent miles,0.0,10
The Lost Weekend (film),don,0.0,9
The Lost Weekend (film),helen,1.0,9
Legally Blonde,elle,1.0,8
"O Brother, Where Art Thou?",everett,0.0,2
"O Brother, Where Art Thou?",delmar,1.0,2
"O Brother, Where Art Thou?",pete,0.0,25
Somethings Gotta Give (film),harry,0.0,6
Somethings Gotta Give (film),erica,1.0,6
Somethings Gotta Give (film),marin,1.0,9
What Women Want,nick,0.0,6
What Women Want,darcy,1.0,6
The Last Flight (1931 film),cary,1.0,8
The Last Flight (1931 film),nikki,1.0,8
The Last Flight (1931 film),shep,1.0,8
The Last Flight (1931 film),bill,0.0,8
The Naked City,mulvey,0.0,8
The Naked City,halloran,0.0,8
The Naked City,narrator,0.0,8
The Naked City,niles,0.0,9
"South Park: Bigger, Longer & Uncut",kyle,0.0,23
"South Park: Bigger, Longer & Uncut",cartman,0.0,23
"South Park: Bigger, Longer & Uncut",stan,0.0,6
"South Park: Bigger, Longer & Uncut",kyle's mother,1.0,3
"South Park: Bigger, Longer & Uncut",satan,0.0,6
"South Park: Bigger, Longer & Uncut",saddam hussein,0.0,23
A Nightmare on Elm Street,nancy,1.0,25
A Nightmare on Elm Street,marge,1.0,25
A Nightmare on Elm Street,glen,0.0,25
Freaks,hans,0.0,9
Freaks,cleo,1.0,8
Freaks,frieda,1.0,9
Freaks,venus,1.0,6
Freaks,hercules,0.0,8
Freaks,scene,0.0,5
Freaks,roscoe,1.0,4
The Manchurian Candidate (2004 film),marco,1.0,6
The Manchurian Candidate (2004 film),raymond,0.0,3
The Manchurian Candidate (2004 film),ellie,1.0,3
Invaders from Mars (1953 film),david,0.0,8
Invaders from Mars (1953 film),fielding,0.0,10
Invaders from Mars (1953 film),blake,0.0,8
Invaders from Mars (1953 film),kelston,1.0,8
The Time Machine (1960 film),time traveller,0.0,3
The Time Machine (1960 film),time traveller's voice,1.0,3
The Lord of the Rings: The Fellowship of the Ring,gandalf,0.0,22
The Lord of the Rings: The Fellowship of the Ring,frodo,0.0,6
The Lord of the Rings: The Fellowship of the Ring,sam,0.0,9
The Lord of the Rings: The Fellowship of the Ring,bilbo,0.0,9
The Lord of the Rings: The Fellowship of the Ring,galadriel,1.0,22
The Lord of the Rings: The Fellowship of the Ring,boromir,0.0,22
American Graffiti,curt,0.0,6
American Graffiti,terry,0.0,19
American Graffiti,john,0.0,19
American Graffiti,steve,0.0,6
American Graffiti,debbie,1.0,6
American Graffiti,carol,1.0,19
American Graffiti,laurie,0.0,9
American Graffiti,joe,0.0,6
Cecil B. Demented,cecil,0.0,7
Cecil B. Demented,honey,1.0,7
The Queen (film),elizabeth,1.0,22
The Queen (film),tony,0.0,22
The Rock (film),goodspeed,1.0,6
The Rock (film),mason,1.0,6
The Rock (film),hummel,1.0,3
The Rock (film),f.b.i. director womack,0.0,11
Blow (film),george,0.0,6
Mrs. Brown,brown,0.0,8
Mrs. Brown,victoria,1.0,8
Mrs. Brown,disraeli,0.0,22
Mrs. Brown,ponsonby,0.0,22
The Hospital,bock,0.0,3
The Hospital,barbara,1.0,3
An American Werewolf in London,david,0.0,25
An American Werewolf in London,alex,1.0,8
An American Werewolf in London,jack,0.0,25
An American Werewolf in London,dr. hirsch,0.0,9
Harvey (film),elwood,0.0,9
Harvey (film),veta,1.0,9
Harvey (film),sanderson,0.0,7
Harvey (film),wilson,0.0,7
Harvey (film),chumley,0.0,7
Jane Eyre (2011 film),jane,1.0,25
Jane Eyre (2011 film),rochester,0.0,25
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",peter,0.0,9
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",lucy,1.0,9
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",edmund,0.0,6
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",susan,1.0,9
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",white witch,1.0,22
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",mr. beaver,0.0,9
The Good Girl,justine,1.0,6
The Good Girl,holden,0.0,6
The Good Girl,phil,0.0,6
"Bodies, Rest & Motion",nick,0.0,9
"Bodies, Rest & Motion",beth,1.0,9
"Bodies, Rest & Motion",sid,0.0,9
"Bodies, Rest & Motion",carol,1.0,6
Friday the 13th Part III,shelly,1.0,25
Friday the 13th Part III,chris,0.0,25
Friday the 13th Part III,vera,1.0,25
Friday the 13th Part III,andy,1.0,8
Friday the 13th Part III,debbie,1.0,8
Friday the 13th Part III,derek,0.0,8
Friday the 13th Part III,chili,1.0,25
Friday the 13th Part III,chuck,0.0,25
Friday the 13th Part III,edna,1.0,25
Land of the Dead,riley,1.0,25
Land of the Dead,cholo,1.0,25
Land of the Dead,slack,0.0,6
Land of the Dead,kaufman,0.0,9
Land of the Dead,charlie,1.0,25
The Corruptor,chen,1.0,6
The Corruptor,wallace,0.0,6
The Corruptor,lee,0.0,11
The Boondock Saints II: All Saints Day,eunice,1.0,8
The Boondock Saints II: All Saints Day,connor,0.0,25
The Boondock Saints II: All Saints Day,murphy,1.0,23
The Boondock Saints II: All Saints Day,romeo,0.0,23
The Boondock Saints II: All Saints Day,greenly,1.0,23
Anonymous (film),oxford,0.0,22
Anonymous (film),jonson,0.0,22
Anonymous (film),william cecil,0.0,22
Anonymous (film),shakespeare,0.0,22
Anonymous (film),elizabeth,1.0,22
Anonymous (film),young oxford,0.0,22
Anonymous (film),robert cecil,0.0,22
Anonymous (film),southampton,1.0,22
Anonymous (film),young elizabeth,1.0,22
Anonymous (film),essex,0.0,22
Moonrise Kingdom,sam,0.0,25
Moonrise Kingdom,suzy,1.0,25
Moonrise Kingdom,captain sharp,0.0,24
Moonrise Kingdom,scout master ward,0.0,24
Moonrise Kingdom,mrs. bishop,1.0,24
Moonrise Kingdom,mr. bishop,0.0,24
Star Trek: First Contact,picard,0.0,12
Star Trek: First Contact,data,0.0,12
Star Trek: First Contact,worf,0.0,10
Broken Embraces,harry,0.0,8
Broken Embraces,judit,1.0,3
Broken Embraces,lena,1.0,3
Broken Embraces,diego,1.0,3
Broken Embraces,mateo,0.0,8
Twin Peaks: Fire Walk with Me,laura,1.0,8
Twin Peaks: Fire Walk with Me,desmond,0.0,11
Twin Peaks: Fire Walk with Me,stanley,1.0,8
Dragonslayer,galen,0.0,25
Dragonslayer,valerian,0.0,25
Dragonslayer,ulrich,0.0,25
Final Destination 2,kimberly,1.0,6
Final Destination 2,thomas,0.0,6
Final Destination 2,clear,1.0,3
Labyrinth (film),another angle,0.0,16
Invictus (film),mandela,1.0,8
Invictus (film),pienaar,1.0,8
Invictus (film),jason,0.0,17
Field of Dreams,ray,0.0,6
Field of Dreams,annie,1.0,6
Field of Dreams,mann,0.0,6
Antitrust (film),milo,0.0,6
Antitrust (film),gary,0.0,8
Antitrust (film),alice,1.0,8
Antitrust (film),lisa,1.0,8
Duck Soup (1933 film),groucho,0.0,8
Duck Soup (1933 film),chico,0.0,8
Highlander: Endgame,duncan,0.0,25
Highlander: Endgame,connor,0.0,25
Highlander: Endgame,kase,0.0,25
The Relic (film),pendergast,1.0,25
The Relic (film),margo,0.0,25
The Relic (film),frock,1.0,25
Little Monsters,brian,0.0,6
Little Monsters,maurice,1.0,6
Little Monsters,eric,0.0,6
Django Unchained,django,0.0,2
Django Unchained,calvin candie,1.0,2
Django Unchained,stephen,0.0,2
The Battle of Shaker Heights,kelly,1.0,8
The Battle of Shaker Heights,bart,0.0,8
Ring (film),asakawa,0.0,8
Ring (film),ryuji,1.0,25
Red Riding Hood (2011 film),isabelle,1.0,25
Red Riding Hood (2011 film),solomon,0.0,25
Red Riding Hood (2011 film),grandmother,1.0,8
Red Riding Hood (2011 film),cesaire,0.0,25
Evil Dead II,ash,0.0,25
Evil Dead II,annie,1.0,25
Evil Dead II,jake,0.0,25
Requiem for a Dream,harry,0.0,6
Requiem for a Dream,sara,1.0,5
Requiem for a Dream,marion,1.0,6
Requiem for a Dream,tyrone,0.0,25
Smokin Aces,messner,0.0,11
Smokin Aces,israel,1.0,25
Smokin Aces,sykes,0.0,25
Smokin Aces,locke,0.0,11
Smokin Aces,watters,1.0,25
Smokin Aces,dupree,1.0,23
Smokin Aces,carruthers,1.0,11
Smokin Aces,elmore,0.0,25
Smokin Aces,serna,1.0,2
Smokin Aces,sir ivy,0.0,3
The Ninth Gate,corso,0.0,8
30 Minutes or Less,will,0.0,6
30 Minutes or Less,dwayne,0.0,6
30 Minutes or Less,chet,1.0,6
Water for Elephants (film),jacob,0.0,21
Water for Elephants (film),august,1.0,21
Water for Elephants (film),marlena,1.0,8
Very Bad Things,fisher,1.0,6
Very Bad Things,boyd,0.0,6
Very Bad Things,liz,1.0,5
Very Bad Things,adam,0.0,6
Very Bad Things,michael,0.0,6
Psycho (1960 film),sam,0.0,8
Psycho (1960 film),norman,0.0,8
Psycho (1960 film),lila,1.0,9
Psycho (1960 film),mary,1.0,8
Psycho (1960 film),arbogast,0.0,9
You Can Count on Me,sammy,0.0,6
You Can Count on Me,terry,0.0,6
You Can Count on Me,rudy,1.0,8
Donnie Brasco (film),donnie,0.0,6
Donnie Brasco (film),lefty,0.0,23
Donnie Brasco (film),maggie,1.0,6
The Incredibles,bob,0.0,6
The Incredibles,helen,1.0,6
The Parent Trap (1998 film),elizabeth,1.0,8
The Parent Trap (1998 film),nick,0.0,8
The Parent Trap (1998 film),meredith,0.0,6
The Parent Trap (1998 film),chessy,1.0,9
Friday the 13th: The Final Chapter,tricia,1.0,25
Friday the 13th: The Final Chapter,jimmie,0.0,6
Friday the 13th: The Final Chapter,tommy,0.0,25
Friday the 13th: The Final Chapter,ted,0.0,18
Friday the 13th: The Final Chapter,rob,0.0,18
Friday the 13th: The Final Chapter,tina,1.0,8
Glengarry Glen Ross (film),roma,1.0,6
Glengarry Glen Ross (film),levene,0.0,6
Glengarry Glen Ross (film),moss,0.0,6
Glengarry Glen Ross (film),williamson,0.0,6
Flash Gordon (film),flash,1.0,25
Flash Gordon (film),dale,0.0,25
Flash Gordon (film),zarkov,0.0,25
Flash Gordon (film),aura,1.0,25
Flash Gordon (film),ming,1.0,25
Flash Gordon (film),barin,1.0,25
American History X,derek,0.0,6
American History X,danny,1.0,6
American History X,seth,0.0,23
The Princess Bride (film),inigo,1.0,22
The Princess Bride (film),westley,0.0,3
The Princess Bride (film),buttercup,1.0,9
The Princess Bride (film),fezzik,0.0,9
The Princess Bride (film),man in black,0.0,9
The Princess Bride (film),vizzini,1.0,22
The Princess Bride (film),humperdinck,1.0,22
The Princess Bride (film),grandfather,0.0,22
The Last of the Mohicans (1992 film),hawkeye,0.0,25
The Last of the Mohicans (1992 film),heyward,0.0,20
The Last of the Mohicans (1992 film),cora,1.0,8
The Last of the Mohicans (1992 film),munro,0.0,20
The Last of the Mohicans (1992 film),magua,1.0,25
What About Bob,bob,0.0,8
What About Bob,marvin,1.0,8
The Perks of Being a Wallflower (film),charlie,1.0,5
The Perks of Being a Wallflower (film),patrick,0.0,5
The Perks of Being a Wallflower (film),sam,0.0,5
Stolen Summer,pete,0.0,1
Stolen Summer,joe,0.0,1
Stolen Summer,rabbi,0.0,8
Stolen Summer,danny,1.0,1
The Grifters (film),roy,1.0,8
The Grifters (film),lilly,1.0,8
The Grifters (film),myra,1.0,8
Hanna (film),hanna,0.0,8
Hanna (film),marissa,1.0,25
Hanna (film),erik,0.0,25
Hanna (film),sophie,1.0,8
Kate & Leopold,kate,1.0,8
Kate & Leopold,leopold,1.0,8
Kate & Leopold,charlie,1.0,8
Inventing the Abbotts,doug,0.0,8
Inventing the Abbotts,jacey,0.0,8
Inventing the Abbotts,pamela,1.0,8
Inventing the Abbotts,helen,1.0,9
2001: A Space Odyssey (film),bowman,0.0,6
2001: A Space Odyssey (film),floyd,0.0,3
2001: A Space Odyssey (film),poole,0.0,3
2001: A Space Odyssey (film),hal,0.0,3
Tombstone (film),wyatt,0.0,6
Tombstone (film),doc,0.0,9
Law Abiding Citizen,nick,0.0,6
Law Abiding Citizen,clyde,1.0,11
All About Eve,margo,0.0,9
All About Eve,eve,1.0,9
All About Eve,karen,1.0,9
All About Eve,bill,0.0,9
All About Eve,addison,0.0,3
All About Eve,lloyd,1.0,9
12 (2003 film),allen,0.0,6
12 (2003 film),tony,0.0,6
The Big White,paul,0.0,8
The Big White,ted,0.0,6
The Big White,gary,0.0,6
The Big White,tiffany,1.0,6
The Big White,margaret,1.0,8
The Big White,jimbo,1.0,6
The Big White,raymond,0.0,8
How to Lose Friends & Alienate People (film),sidney,1.0,8
How to Lose Friends & Alienate People (film),alison,1.0,8
The Thing from Another World,henry,0.0,10
The Thing from Another World,carrington,0.0,3
The Thing from Another World,nikki,1.0,9
On the Waterfront,terry,0.0,9
On the Waterfront,edie,1.0,9
Antz,z,0.0,25
Antz,bala,0.0,25
Antz,formica,0.0,3
Last Tango in Paris,jeanne,1.0,8
Last Tango in Paris,paul,0.0,9
Last Tango in Paris,tom,0.0,8
Crime Spree,sami,0.0,8
Crime Spree,daniel,0.0,19
Crime Spree,marcel,1.0,8
Crime Spree,raymond,0.0,8
Crime Spree,julien,1.0,19
Crime Spree,agent hadley,1.0,11
Crime Spree,sophie,1.0,8
Cliffhanger (film),gabe,0.0,25
Cliffhanger (film),travers,1.0,10
Cliffhanger (film),hal,0.0,25
Cliffhanger (film),maggie,1.0,6
Scream 3,gale,0.0,6
Scream 3,sidney,1.0,6
Scream 3,dewey,0.0,6
Scream 3,detective kincaid,0.0,6
Scream 3,voice,1.0,6
Scream 3,jennifer,1.0,6
Vertigo (film),scottie,1.0,9
I Still Know What You Did Last Summer,julie,1.0,6
I Still Know What You Did Last Summer,karla,1.0,6
I Still Know What You Did Last Summer,tyrell,1.0,6
I Still Know What You Did Last Summer,will,0.0,6
Platinum Blonde (film),stew,1.0,9
Platinum Blonde (film),anne,1.0,9
Cellular (film),ryan,0.0,19
Cellular (film),jessica,1.0,25
Basic Instinct,nick,0.0,8
Basic Instinct,catherine,1.0,8
The Fighter,micky,1.0,2
The Fighter,dicky,1.0,2
The Fighter,alice,1.0,2
The Fighter,charlene,1.0,2
Hellraiser,larry,0.0,6
Hellraiser,julia,1.0,9
Hellraiser,kirsty,1.0,6
Hellraiser,frank,0.0,9
Hellraiser,kristy,1.0,6
Planet of the Apes (2001 film),leo,0.0,25
Planet of the Apes (2001 film),ari,0.0,25
The Getaway (1972 film),doc,0.0,6
The Getaway (1972 film),carol,1.0,9
Metro (1997 film),roper,0.0,6
Metro (1997 film),mccall,0.0,6
Rebel Without a Cause,jim,0.0,9
Rebel Without a Cause,judy,1.0,9
Rebel Without a Cause,plato,0.0,9
Blue Valentine (film),dean,0.0,8
Blue Valentine (film),cindy,1.0,8
Ghost (1990 film),sam,0.0,8
Ghost (1990 film),oda mae,1.0,8
Ghost (1990 film),molly,1.0,25
Ghost (1990 film),carl,0.0,25
Tron,flynn,0.0,6
Tron,tron,0.0,8
Tron,mcp,1.0,6
Tron,sark,1.0,10
Tron,alan,0.0,10
Pandorum,bower,0.0,25
Pandorum,payton,1.0,25
Suspect Zero,fran,1.0,6
Suspect Zero,charlton,0.0,8
The Island (2005 film),lincoln,0.0,25
The Island (2005 film),merrick,0.0,3
Grand Hotel (film),baron,0.0,9
Grand Hotel (film),preysing,1.0,9
Star Trek VI: The Undiscovered Country,kirk,0.0,12
Star Trek VI: The Undiscovered Country,spock,0.0,12
Star Trek VI: The Undiscovered Country,mccoy,1.0,12
Heathers,veronica,1.0,6
Heathers,j.d.,0.0,6
One Good Turn (1931 film),ruth,1.0,9
One Good Turn (1931 film),eddie,1.0,9
One Good Turn (1931 film),saul,0.0,9
One Good Turn (1931 film),marge,1.0,9
Three Men and a Baby,peter,0.0,6
Three Men and a Baby,michael,0.0,6
Three Men and a Baby,jack,0.0,6
Working Girl,tess,1.0,6
Working Girl,jack,0.0,6
Working Girl,katherine,1.0,6
The Day the Clown Cried,helmut,1.0,8
The Day the Clown Cried,keltner,0.0,8
Goodfellas,henry,0.0,9
Goodfellas,karen,1.0,9
Hollow Man,linda,1.0,25
Hollow Man,matt,0.0,25
Hollow Man,sebastian,0.0,25
Breakdown (film),jeff,0.0,6
Breakdown (film),red,1.0,6
Breakdown (film),amy,1.0,6
Ted (film),john,0.0,6
Ted (film),ted,0.0,6
Ted (film),lori,1.0,6
Juno (film),juno,1.0,5
Juno (film),mark,0.0,6
Assassins (film),rath,1.0,6
Assassins (film),electra,1.0,6
Assassins (film),bain,0.0,6
Devil in a Blue Dress (film),easy,1.0,8
White Christmas (film),bob,0.0,9
White Christmas (film),phil,0.0,8
White Christmas (film),betty,1.0,8
White Christmas (film),waverly,1.0,9
White Christmas (film),judy,1.0,9
Cruel Intentions,sebastian,0.0,8
Cruel Intentions,kathryn,1.0,9
Cruel Intentions,annette,0.0,8
Fright Night (2011 film),charlie,1.0,6
Fright Night (2011 film),amy,1.0,6
Fright Night (2011 film),peter,0.0,25
Constantine (film),john,0.0,6
Constantine (film),angela,1.0,6
The Ladykillers (2004 film),dorr,0.0,3
The Ladykillers (2004 film),mrs. munson,1.0,8
The Ladykillers (2004 film),pancake,1.0,8
The Ladykillers (2004 film),gawain,0.0,23
The Mechanic (2011 film),bishop,0.0,25
The Mechanic (2011 film),steve,0.0,8
My Week with Marilyn,colin,0.0,8
My Week with Marilyn,marilyn,1.0,9
My Week with Marilyn,olivier,0.0,8
Dracula (1931 film),helsing,0.0,22
Dracula (1931 film),renfield,0.0,9
Dracula (1931 film),harker,0.0,9
Dracula (1931 film),mina,1.0,9
Dracula (1931 film),dracula,0.0,22
Dracula (1931 film),seward,0.0,22
Fast Times at Ridgemont High,stacy,0.0,6
Fast Times at Ridgemont High,damone,1.0,6
Fast Times at Ridgemont High,brad,0.0,6
Fast Times at Ridgemont High,spicoli,0.0,6
Fast Times at Ridgemont High,linda,1.0,6
Fast Times at Ridgemont High,the rat,0.0,6
From Russia with Love (film),bond,0.0,25
From Russia with Love (film),blofeld,0.0,25
Shock Treatment,janet,1.0,9
Shock Treatment,bert,0.0,3
Shock Treatment,mac,0.0,9
Shock Treatment,nation,0.0,9
Shock Treatment,betty,1.0,9
Shock Treatment,oliver,0.0,3
Shock Treatment,mom,1.0,9
Shock Treatment,farley,0.0,3
Superman III,gus,0.0,2
Superman III,ross,0.0,9
Superman III,clark,0.0,9
Superman III,lana,1.0,9
Superman III,vera,1.0,9
Superman III,superman,0.0,6
Collateral (film),max,0.0,6
Collateral (film),vincent,0.0,19
Hope and Glory (film),grace,1.0,25
Hope and Glory (film),bill,0.0,25
Hope and Glory (film),dawn,1.0,25
Hope and Glory (film),clive,0.0,8
Hope and Glory (film),grandfather george,0.0,25
Hope and Glory (film),mac,0.0,9
"Synecdoche, New York",caden,0.0,6
"Synecdoche, New York",hazel,1.0,6
Event Horizon (film),miller,0.0,25
Event Horizon (film),weir,0.0,12
Event Horizon (film),starck,1.0,10
Event Horizon (film),peters,0.0,25
Grand Theft Parsons,phil,0.0,8
Grand Theft Parsons,larry,0.0,19
Witness (1985 film),book,0.0,8
Witness (1985 film),rachel,1.0,8
Witness (1985 film),schaeffer,0.0,8
Thelma & Louise,thelma,1.0,6
Thelma & Louise,louise,1.0,6
Beavis and Butt-head Do America,butt-head,0.0,23
Beavis and Butt-head Do America,beavis,0.0,23
Beavis and Butt-head Do America,flemming,0.0,6
Minis First Time,mini,1.0,8
Minis First Time,martin,0.0,6
The Damned United,clough,0.0,17
The Bounty Hunter (2010 film),milo,0.0,6
The Bounty Hunter (2010 film),cass,0.0,6
Beloved (film),sethe,1.0,9
Beloved (film),paul,0.0,9
Beloved (film),denver,0.0,9
Into the Wild (film),chris,0.0,21
Sex and the City (film),carrie,1.0,5
Sex and the City (film),miranda,1.0,6
Sex and the City (film),samantha,1.0,5
Magnolia (film),jimmy,0.0,6
Magnolia (film),claudia,1.0,6
Magnolia (film),frank,0.0,6
Magnolia (film),phil,0.0,6
Magnolia (film),stanley,1.0,6
Magnolia (film),donnie,0.0,9
Magnolia (film),linda,1.0,6
Lost Highway (film),pete,0.0,6
Lost Highway (film),fred,0.0,9
Lost Highway (film),alice,1.0,6
Lost Highway (film),renee,1.0,6
Silver Linings Playbook,pat,1.0,6
Silver Linings Playbook,tiffany,1.0,6
Silver Linings Playbook,pat sr.,1.0,6
The Man in the Iron Mask (1998 film),aramis,1.0,22
The Man in the Iron Mask (1998 film),athos,0.0,22
The Man in the Iron Mask (1998 film),louis,1.0,22
The Man in the Iron Mask (1998 film),porthos,0.0,22
Shame (2011 film),brandon,0.0,8
Shame (2011 film),david,0.0,6
Shame (2011 film),sissy,0.0,5
Shame (2011 film),marianne,1.0,8
12 Monkeys,cole,0.0,25
12 Monkeys,jeffrey,0.0,3
The Fugitive (1993 film),gerard,0.0,8
The Fugitive (1993 film),kimble,1.0,8
The Fugitive (1993 film),nichols,0.0,8
Out of Sight,foley,0.0,6
Out of Sight,karen,1.0,6
Out of Sight,buddy,0.0,6
Out of Sight,maurice,1.0,23
Pulp Fiction,vincent,0.0,23
Pulp Fiction,jules,0.0,23
Pulp Fiction,butch,0.0,6
Pulp Fiction,fabian,0.0,9
The Third Man,martins,1.0,9
The Third Man,calloway,0.0,9
The Third Man,anna,1.0,9
The Adventures of Ford Fairlane,ford,0.0,25
Peeping Tom (film),mark,0.0,8
Peeping Tom (film),helen,1.0,8
The Thin Man (film),nick,0.0,8
The Thin Man (film),nora,1.0,8
The Thin Man (film),guild,0.0,8
Unknown (2011 film),martin,0.0,8
Unknown (2011 film),gina,1.0,25
The House Next Door (film),terry,0.0,6
The House Next Door (film),lucy,1.0,25
The House Next Door (film),smiles,1.0,8
The House Next Door (film),joe,0.0,19
The House Next Door (film),thuy,1.0,8
The House Next Door (film),patti,1.0,8
The House Next Door (film),george,0.0,8
I Walked with a Zombie,betsy,1.0,9
I Walked with a Zombie,holland,1.0,9
I Walked with a Zombie,rand,0.0,9
The Dark Knight Rises,wayne,0.0,9
The Dark Knight Rises,blake,0.0,10
The Dark Knight Rises,bane,0.0,25
The Dark Knight Rises,gordon,0.0,8
The Dark Knight Rises,alfred,0.0,9
The Dark Knight Rises,selina,1.0,6
The Dark Knight Rises,fox,1.0,10
Mulholland Drive (film),betty,1.0,9
Mulholland Drive (film),adam,0.0,6
Mulholland Drive (film),rita,0.0,9
The Running Man (1987 film),ben,0.0,6
The Running Man (1987 film),damon,0.0,6
The Running Man (1987 film),amber,1.0,6
The Running Man (1987 film),weiss,0.0,6
The Next Three Days,john,0.0,8
The Next Three Days,lara,1.0,8
Stranglehold (1931 film),richter,1.0,6
Stranglehold (1931 film),cooper,0.0,6
Stranglehold (1931 film),filmore,1.0,6
Margaret (2011 film),lisa,1.0,6
Margaret (2011 film),joan,1.0,6
The Last Station,valentin,1.0,8
The Last Station,sofya,0.0,9
The Last Station,tolstoy,0.0,8
The Last Station,chertkov,0.0,3
The Last Station,sasha,1.0,8
The Last Station,masha,1.0,8
Oceans Eleven,danny,1.0,8
Oceans Eleven,rusty,0.0,8
Oceans Eleven,benedict,0.0,11
The Ghost and the Darkness,patterson,1.0,9
The Ghost and the Darkness,redbeard,0.0,3
The Ghost and the Darkness,samuel,0.0,9
The Ghost and the Darkness,starling,0.0,3
Chaos (2005 Capitol film),conners,1.0,11
Chaos (2005 Capitol film),dekker,0.0,6
Lone Star (1996 film),sam,0.0,6
Lone Star (1996 film),pilar,1.0,6
Lone Star (1996 film),del,1.0,6
The Avengers (1998 film),emma,1.0,25
The Avengers (1998 film),steed,0.0,25
1492: Conquest of Paradise,columbus,1.0,25
American Beauty (film),lester,0.0,6
American Beauty (film),ricky,0.0,6
American Beauty (film),jane,1.0,6
American Beauty (film),carolyn,1.0,9
American Beauty (film),angela,1.0,6
Punch-Drunk Love,barry,1.0,6
Punch-Drunk Love,lena,1.0,6
The Cincinnati Kid,kid,0.0,8
The Cincinnati Kid,lancey,1.0,17
The Cincinnati Kid,shooter,0.0,17
The Cincinnati Kid,christian,0.0,9
The Cincinnati Kid,the kid,0.0,8
Cast Away,chuck,0.0,6
Lincoln (2012 film),lincoln,0.0,3
Only God Forgives,julian,0.0,8
Only God Forgives,jenna,0.0,8
Only God Forgives,chang,0.0,8
Deep Cover,hull,1.0,8
Deep Cover,elias,0.0,8
Deep Cover,carver,0.0,6
Some Like It Hot,joe,0.0,9
Some Like It Hot,jerry,0.0,9
Some Like It Hot,sugar,1.0,9
Halloween (1978 film),laurie,0.0,6
Halloween (1978 film),annie,1.0,9
Halloween (1978 film),loomis,0.0,9
Halloween (1978 film),tommy,0.0,6
Halloween (1978 film),lynda,1.0,6
Little Athens,jessica,1.0,19
Little Athens,jimmy,0.0,19
Little Athens,heather,1.0,8
Little Athens,corey,0.0,19
Little Athens,pedro,1.0,19
Little Athens,allison,0.0,6
Little Athens,carlos,0.0,8
